date,product_id,supplier_id,warehouse_id,region,demand,inventory_level,units_sold,units_ordered,lead_time_actual,defect_rate,shipping_cost,stockout,category,unit_cost,lead_time_days,reorder_point,safety_stock,reliability_score,revenue,stockout_cost,holding_cost,day_of_week,month,quarter,year,is_weekend,late_delivery
2024-02-24,P005,S05,WH1,North,67,0,0,154,14,0.028,9.37,1,Automotive,202.93,17,195,43,0.83,0.0,20394.465000000004,0.0,5,2,1,2024,1,0
2024-02-25,P005,S05,WH1,South,81,0,0,297,9,0.0366,74.08,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,6,2,1,2024,1,0
2024-02-26,P005,S05,WH1,Central,78,0,0,118,30,0.0322,46.34,1,Automotive,202.93,17,195,43,0.83,0.0,23742.81,0.0,0,2,1,2024,0,1
2024-02-27,P005,S05,WH1,West,78,0,0,105,34,0.054,67.76,1,Automotive,202.93,17,195,43,0.83,0.0,23742.81,0.0,1,2,1,2024,0,1
2024-02-28,P005,S05,WH1,East,95,0,0,36,22,0.0537,13.06,1,Automotive,202.93,17,195,43,0.83,0.0,28917.525,0.0,2,2,1,2024,0,1
2024-02-29,P005,S05,WH1,East,61,0,0,159,28,0.0884,105.38,1,Automotive,202.93,17,195,43,0.83,0.0,18568.095,0.0,3,2,1,2024,0,1
2024-03-01,P005,S05,WH1,South,102,0,0,284,2,0.0119,52.13,1,Automotive,202.93,17,195,43,0.83,0.0,31048.29,0.0,4,3,1,2024,0,0
2024-03-02,P005,S05,WH1,East,90,0,0,232,8,0.0886,88.37,1,Automotive,202.93,17,195,43,0.83,0.0,27395.550000000003,0.0,5,3,1,2024,1,0
2024-03-03,P005,S05,WH1,South,75,0,0,170,23,0.0287,63.65,1,Automotive,202.93,17,195,43,0.83,0.0,22829.625,0.0,6,3,1,2024,1,1
2024-03-04,P005,S05,WH1,North,83,0,0,299,16,0.0356,42.94,1,Automotive,202.93,17,195,43,0.83,0.0,25264.785000000003,0.0,0,3,1,2024,0,0
2024-03-05,P005,S05,WH1,West,72,80,72,176,14,0.0255,22.2,0,Automotive,202.93,17,195,43,0.83,14610.960000000001,0.0,3.2468800000000004,1,3,1,2024,0,0
2024-03-06,P005,S05,WH1,West,82,0,0,223,27,0.012,131.29,1,Automotive,202.93,17,195,43,0.83,0.0,24960.390000000003,0.0,2,3,1,2024,0,1
2024-03-07,P005,S05,WH1,Central,101,0,0,233,9,0.0856,10.54,1,Automotive,202.93,17,195,43,0.83,0.0,30743.895,0.0,3,3,1,2024,0,0
2024-03-08,P005,S05,WH1,West,73,0,0,299,23,0.0243,136.81,1,Automotive,202.93,17,195,43,0.83,0.0,22220.835000000003,0.0,4,3,1,2024,0,1
2024-03-09,P005,S05,WH1,West,77,0,0,250,4,0.0045,97.32,1,Automotive,202.93,17,195,43,0.83,0.0,23438.415,0.0,5,3,1,2024,1,0
2024-03-10,P005,S05,WH1,Central,72,0,0,118,29,0.0178,51.2,1,Automotive,202.93,17,195,43,0.83,0.0,21916.440000000002,0.0,6,3,1,2024,1,1
2024-03-11,P005,S05,WH1,Central,73,0,0,275,31,0.0494,72.47,1,Automotive,202.93,17,195,43,0.83,0.0,22220.835000000003,0.0,0,3,1,2024,0,1
2024-03-12,P005,S05,WH1,East,76,0,0,101,15,0.0083,107.48,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,1,3,1,2024,0,0
2024-03-13,P005,S05,WH1,East,69,0,0,7,3,0.0003,149.57,1,Automotive,202.93,17,195,43,0.83,0.0,21003.255,0.0,2,3,1,2024,0,0
2024-03-14,P005,S05,WH1,Central,77,0,0,21,30,0.0322,28.98,1,Automotive,202.93,17,195,43,0.83,0.0,23438.415,0.0,3,3,1,2024,0,1
2024-03-15,P005,S05,WH1,Central,80,0,0,28,5,0.019,38.28,1,Automotive,202.93,17,195,43,0.83,0.0,24351.600000000002,0.0,4,3,1,2024,0,0
2024-03-16,P005,S05,WH1,West,76,0,0,39,27,0.1777,105.87,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,5,3,1,2024,1,1
2024-03-17,P005,S05,WH1,South,57,0,0,89,1,0.0265,11.34,1,Automotive,202.93,17,195,43,0.83,0.0,17350.515,0.0,6,3,1,2024,1,0
2024-03-18,P005,S05,WH1,West,79,88,79,165,6,0.0414,147.66,0,Automotive,202.93,17,195,43,0.83,16031.470000000001,0.0,3.571568,0,3,1,2024,0,0
2024-03-19,P005,S05,WH1,Central,80,8,8,166,21,0.0624,58.23,1,Automotive,202.93,17,195,43,0.83,1623.44,21916.440000000002,0.32468800000000003,1,3,1,2024,0,1
2024-03-20,P005,S05,WH1,South,100,0,0,196,20,0.0366,84.51,1,Automotive,202.93,17,195,43,0.83,0.0,30439.5,0.0,2,3,1,2024,0,1
2024-03-21,P005,S05,WH1,West,81,0,0,242,5,0.0076,72.34,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,3,3,1,2024,0,0
2024-03-22,P005,S05,WH1,West,90,0,0,127,5,0.0437,66.61,1,Automotive,202.93,17,195,43,0.83,0.0,27395.550000000003,0.0,4,3,1,2024,0,0
2024-03-23,P005,S05,WH1,Central,76,0,0,210,28,0.0425,66.06,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,5,3,1,2024,1,1
2024-03-24,P005,S05,WH1,Central,94,0,0,227,2,0.0235,103.8,1,Automotive,202.93,17,195,43,0.83,0.0,28613.130000000005,0.0,6,3,1,2024,1,0
2024-03-25,P005,S05,WH1,South,71,0,0,126,20,0.0047,8.82,1,Automotive,202.93,17,195,43,0.83,0.0,21612.045000000002,0.0,0,3,1,2024,0,1
2024-03-26,P005,S05,WH1,West,86,0,0,127,30,0.1127,17.13,1,Automotive,202.93,17,195,43,0.83,0.0,26177.97,0.0,1,3,1,2024,0,1
2024-03-27,P005,S05,WH1,North,89,0,0,81,6,0.0237,44.82,1,Automotive,202.93,17,195,43,0.83,0.0,27091.155,0.0,2,3,1,2024,0,0
2024-03-28,P005,S05,WH1,South,216,105,105,107,22,0.0378,142.94,1,Automotive,202.93,17,195,43,0.83,21307.65,33787.845,4.2615300000000005,3,3,1,2024,0,1
2024-03-29,P005,S05,WH1,North,103,2,2,259,34,0.0479,59.97,1,Automotive,202.93,17,195,43,0.83,405.86,30743.895,0.08117200000000001,4,3,1,2024,0,1
2024-03-30,P005,S05,WH1,West,75,0,0,253,8,0.0381,126.0,1,Automotive,202.93,17,195,43,0.83,0.0,22829.625,0.0,5,3,1,2024,1,0
2024-03-31,P005,S05,WH1,South,95,0,0,95,31,0.0515,129.69,1,Automotive,202.93,17,195,43,0.83,0.0,28917.525,0.0,6,3,1,2024,1,1
2024-04-01,P005,S05,WH1,South,92,0,0,276,31,0.0063,131.93,1,Automotive,202.93,17,195,43,0.83,0.0,28004.340000000004,0.0,0,4,2,2024,0,1
2024-04-02,P005,S05,WH1,East,81,0,0,149,26,0.1508,86.7,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,1,4,2,2024,0,1
2024-04-03,P005,S05,WH1,West,99,0,0,37,7,0.2198,118.77,1,Automotive,202.93,17,195,43,0.83,0.0,30135.105,0.0,2,4,2,2024,0,0
2024-04-04,P005,S05,WH1,Central,79,0,0,126,7,0.0184,101.48,1,Automotive,202.93,17,195,43,0.83,0.0,24047.205,0.0,3,4,2,2024,0,0
2024-04-05,P005,S05,WH1,South,81,0,0,282,8,0.0141,24.32,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,4,4,2,2024,0,0
2024-04-06,P005,S05,WH1,West,80,0,0,236,30,0.0441,58.76,1,Automotive,202.93,17,195,43,0.83,0.0,24351.600000000002,0.0,5,4,2,2024,1,1
2024-04-07,P005,S05,WH1,South,68,0,0,212,31,0.0197,125.95,1,Automotive,202.93,17,195,43,0.83,0.0,20698.86,0.0,6,4,2,2024,1,1
2024-04-08,P005,S05,WH1,Central,88,0,0,67,19,0.1179,113.0,1,Automotive,202.93,17,195,43,0.83,0.0,26786.760000000002,0.0,0,4,2,2024,0,1
2024-04-09,P005,S05,WH1,North,87,77,77,131,21,0.022,119.35,1,Automotive,202.93,17,195,43,0.83,15625.61,3043.9500000000003,3.125122,1,4,2,2024,0,1
2024-04-10,P005,S05,WH1,Central,79,0,0,164,9,0.0684,94.04,1,Automotive,202.93,17,195,43,0.83,0.0,24047.205,0.0,2,4,2,2024,0,0
2024-04-11,P005,S05,WH1,East,98,0,0,298,25,0.1113,46.7,1,Automotive,202.93,17,195,43,0.83,0.0,29830.71,0.0,3,4,2,2024,0,1
2024-04-12,P005,S05,WH1,East,76,0,0,186,16,0.0069,87.2,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,4,4,2,2024,0,0
2024-04-13,P005,S05,WH1,Central,62,0,0,258,26,0.0343,94.92,1,Automotive,202.93,17,195,43,0.83,0.0,18872.489999999998,0.0,5,4,2,2024,1,1
2024-04-14,P005,S05,WH1,East,99,0,0,115,34,0.0168,33.94,1,Automotive,202.93,17,195,43,0.83,0.0,30135.105,0.0,6,4,2,2024,1,1
2024-04-15,P005,S05,WH1,Central,90,0,0,140,8,0.016,149.3,1,Automotive,202.93,17,195,43,0.83,0.0,27395.550000000003,0.0,0,4,2,2024,0,0
2024-04-16,P005,S05,WH1,West,86,0,0,100,17,0.001,57.9,1,Automotive,202.93,17,195,43,0.83,0.0,26177.97,0.0,1,4,2,2024,0,0
2024-04-17,P005,S05,WH1,West,76,0,0,252,23,0.0707,93.95,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,2,4,2,2024,0,1
2024-04-18,P005,S05,WH1,North,83,0,0,272,8,0.0767,96.23,1,Automotive,202.93,17,195,43,0.83,0.0,25264.785000000003,0.0,3,4,2,2024,0,0
2024-04-19,P005,S05,WH1,North,67,0,0,220,6,0.0872,13.31,1,Automotive,202.93,17,195,43,0.83,0.0,20394.465000000004,0.0,4,4,2,2024,0,0
2024-04-20,P005,S05,WH1,East,77,0,0,277,34,0.0548,53.79,1,Automotive,202.93,17,195,43,0.83,0.0,23438.415,0.0,5,4,2,2024,1,1
2024-04-21,P005,S05,WH1,South,70,114,70,227,4,0.0737,65.01,0,Automotive,202.93,17,195,43,0.83,14205.1,0.0,4.626804,6,4,2,2024,1,0
2024-04-22,P005,S05,WH1,South,82,32,32,183,11,0.0924,135.92,1,Automotive,202.93,17,195,43,0.83,6493.76,15219.75,1.2987520000000001,0,4,2,2024,0,0
2024-04-23,P005,S05,WH1,South,89,0,0,60,8,0.1036,90.33,1,Automotive,202.93,17,195,43,0.83,0.0,27091.155,0.0,1,4,2,2024,0,0
2024-04-24,P005,S05,WH1,East,68,0,0,253,13,0.0632,63.46,1,Automotive,202.93,17,195,43,0.83,0.0,20698.86,0.0,2,4,2,2024,0,0
2024-04-25,P005,S05,WH1,East,86,0,0,108,3,0.0512,93.17,1,Automotive,202.93,17,195,43,0.83,0.0,26177.97,0.0,3,4,2,2024,0,0
2024-04-26,P005,S05,WH1,East,81,0,0,171,8,0.0118,144.9,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,4,4,2,2024,0,0
2024-04-27,P005,S05,WH1,East,85,0,0,197,32,0.0016,68.08,1,Automotive,202.93,17,195,43,0.83,0.0,25873.574999999997,0.0,5,4,2,2024,1,1
2024-04-28,P005,S05,WH1,North,76,0,0,10,10,0.0475,143.76,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,6,4,2,2024,1,0
2024-04-29,P005,S05,WH1,South,85,0,0,81,2,0.0181,58.06,1,Automotive,202.93,17,195,43,0.83,0.0,25873.574999999997,0.0,0,4,2,2024,0,0
2024-04-30,P005,S05,WH1,West,71,0,0,78,25,0.0512,132.89,1,Automotive,202.93,17,195,43,0.83,0.0,21612.045000000002,0.0,1,4,2,2024,0,1
2024-05-01,P005,S05,WH1,South,61,0,0,157,29,0.0197,24.86,1,Automotive,202.93,17,195,43,0.83,0.0,18568.095,0.0,2,5,2,2024,0,1
2024-05-02,P005,S05,WH1,Central,63,0,0,128,22,0.0313,76.17,1,Automotive,202.93,17,195,43,0.83,0.0,19176.885000000002,0.0,3,5,2,2024,0,1
2024-05-03,P005,S05,WH1,South,72,0,0,255,27,0.0204,46.93,1,Automotive,202.93,17,195,43,0.83,0.0,21916.440000000002,0.0,4,5,2,2024,0,1
2024-05-04,P005,S05,WH1,Central,61,134,61,207,29,0.0969,140.03,0,Automotive,202.93,17,195,43,0.83,12378.73,0.0,5.438524000000001,5,5,2,2024,1,1
2024-05-05,P005,S05,WH1,North,93,41,41,75,25,0.015,57.9,1,Automotive,202.93,17,195,43,0.83,8320.130000000001,15828.54,1.6640260000000002,6,5,2,2024,1,1
2024-05-06,P005,S05,WH1,North,76,0,0,293,26,0.0115,68.15,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,0,5,2,2024,0,1
2024-05-07,P005,S05,WH1,South,86,0,0,275,30,0.0085,44.78,1,Automotive,202.93,17,195,43,0.83,0.0,26177.97,0.0,1,5,2,2024,0,1
2024-05-08,P005,S05,WH1,North,84,0,0,75,2,0.0507,5.95,1,Automotive,202.93,17,195,43,0.83,0.0,25569.18,0.0,2,5,2,2024,0,0
2024-05-09,P005,S05,WH1,Central,76,0,0,86,26,0.0276,35.11,1,Automotive,202.93,17,195,43,0.83,0.0,23134.02,0.0,3,5,2,2024,0,1
2024-05-10,P005,S05,WH1,West,112,0,0,299,25,0.0412,108.56,1,Automotive,202.93,17,195,43,0.83,0.0,34092.24,0.0,4,5,2,2024,0,1
2024-05-11,P005,S05,WH1,South,106,0,0,168,12,0.0272,60.03,1,Automotive,202.93,17,195,43,0.83,0.0,32265.870000000003,0.0,5,5,2,2024,1,0
2024-05-12,P005,S05,WH1,East,90,0,0,162,26,0.1233,70.77,1,Automotive,202.93,17,195,43,0.83,0.0,27395.550000000003,0.0,6,5,2,2024,1,1
2024-05-13,P005,S05,WH1,North,66,0,0,153,18,0.0183,120.4,1,Automotive,202.93,17,195,43,0.83,0.0,20090.07,0.0,0,5,2,2024,0,1
2024-05-14,P005,S05,WH1,West,90,0,0,123,17,0.0474,140.44,1,Automotive,202.93,17,195,43,0.83,0.0,27395.550000000003,0.0,1,5,2,2024,0,0
2024-05-15,P005,S05,WH1,South,57,0,0,280,24,0.0952,86.88,1,Automotive,202.93,17,195,43,0.83,0.0,17350.515,0.0,2,5,2,2024,0,1
2024-05-16,P005,S05,WH1,South,89,109,89,279,25,0.0879,26.18,0,Automotive,202.93,17,195,43,0.83,18060.77,0.0,4.423874,3,5,2,2024,0,1
2024-05-17,P005,S05,WH1,Central,48,61,48,5,14,0.0058,149.79,0,Automotive,202.93,17,195,43,0.83,9740.64,0.0,2.475746,4,5,2,2024,0,0
2024-05-18,P005,S05,WH1,Central,71,0,0,205,9,0.0083,53.72,1,Automotive,202.93,17,195,43,0.83,0.0,21612.045000000002,0.0,5,5,2,2024,1,0
2024-05-19,P005,S05,WH1,Central,86,0,0,261,8,0.0183,117.52,1,Automotive,202.93,17,195,43,0.83,0.0,26177.97,0.0,6,5,2,2024,1,0
2024-05-20,P005,S05,WH1,Central,78,0,0,267,19,0.0408,42.43,1,Automotive,202.93,17,195,43,0.83,0.0,23742.81,0.0,0,5,2,2024,0,1
2024-05-21,P005,S05,WH1,West,58,0,0,76,33,0.0362,6.89,1,Automotive,202.93,17,195,43,0.83,0.0,17654.91,0.0,1,5,2,2024,0,1
2024-05-22,P005,S05,WH1,East,75,0,0,279,22,0.0232,32.91,1,Automotive,202.93,17,195,43,0.83,0.0,22829.625,0.0,2,5,2,2024,0,1
2024-05-23,P005,S05,WH1,West,77,0,0,108,32,0.0249,110.49,1,Automotive,202.93,17,195,43,0.83,0.0,23438.415,0.0,3,5,2,2024,0,1
2024-05-24,P005,S05,WH1,West,75,0,0,88,4,0.0867,80.87,1,Automotive,202.93,17,195,43,0.83,0.0,22829.625,0.0,4,5,2,2024,0,0
2024-05-25,P005,S05,WH1,West,68,0,0,89,20,0.0203,30.67,1,Automotive,202.93,17,195,43,0.83,0.0,20698.86,0.0,5,5,2,2024,1,1
2024-05-26,P005,S05,WH1,Central,81,0,0,285,23,0.0064,36.22,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,6,5,2,2024,1,1
2024-05-27,P005,S05,WH1,West,83,0,0,201,33,0.1128,17.01,1,Automotive,202.93,17,195,43,0.83,0.0,25264.785000000003,0.0,0,5,2,2024,0,1
2024-05-28,P005,S05,WH1,East,70,0,0,83,25,0.0496,115.25,1,Automotive,202.93,17,195,43,0.83,0.0,21307.65,0.0,1,5,2,2024,0,1
2024-05-29,P005,S05,WH1,East,87,0,0,104,14,0.03,42.68,1,Automotive,202.93,17,195,43,0.83,0.0,26482.364999999998,0.0,2,5,2,2024,0,0
2024-05-30,P005,S05,WH1,South,69,83,69,260,4,0.1059,8.73,0,Automotive,202.93,17,195,43,0.83,14002.17,0.0,3.3686380000000007,3,5,2,2024,0,0
2024-05-31,P005,S05,WH1,South,65,18,18,187,25,0.0236,62.21,1,Automotive,202.93,17,195,43,0.83,3652.7400000000002,14306.565000000002,0.7305480000000001,4,5,2,2024,0,1
2024-06-01,P005,S05,WH1,East,84,0,0,213,5,0.0107,134.76,1,Automotive,202.93,17,195,43,0.83,0.0,25569.18,0.0,5,6,2,2024,1,0
2024-06-02,P005,S05,WH1,North,83,0,0,61,23,0.0155,133.37,1,Automotive,202.93,17,195,43,0.83,0.0,25264.785000000003,0.0,6,6,2,2024,1,1
2024-06-03,P005,S05,WH1,West,63,0,0,79,10,0.0334,55.08,1,Automotive,202.93,17,195,43,0.83,0.0,19176.885000000002,0.0,0,6,2,2024,0,0
2024-06-04,P005,S05,WH1,East,61,0,0,149,3,0.0441,36.59,1,Automotive,202.93,17,195,43,0.83,0.0,18568.095,0.0,1,6,2,2024,0,0
2024-06-05,P005,S05,WH1,Central,87,0,0,214,20,0.0269,72.02,1,Automotive,202.93,17,195,43,0.83,0.0,26482.364999999998,0.0,2,6,2,2024,0,1
2024-06-06,P005,S05,WH1,South,68,0,0,176,11,0.0924,98.45,1,Automotive,202.93,17,195,43,0.83,0.0,20698.86,0.0,3,6,2,2024,0,0
2024-06-07,P005,S05,WH1,East,68,0,0,3,18,0.0064,30.14,1,Automotive,202.93,17,195,43,0.83,0.0,20698.86,0.0,4,6,2,2024,0,1
2024-06-08,P005,S05,WH1,West,65,0,0,272,3,0.0854,48.32,1,Automotive,202.93,17,195,43,0.83,0.0,19785.675000000003,0.0,5,6,2,2024,1,0
2024-06-09,P005,S05,WH1,West,81,0,0,123,12,0.1112,122.81,1,Automotive,202.93,17,195,43,0.83,0.0,24655.995000000003,0.0,6,6,2,2024,1,0
2024-06-10,P005,S05,WH1,North,89,0,0,248,15,0.0407,11.32,1,Automotive,202.93,17,195,43,0.83,0.0,27091.155,0.0,0,6,2,2024,0,0
2024-06-11,P005,S05,WH1,West,68,0,0,105,23,0.0117,36.36,1,Automotive,202.93,17,195,43,0.83,0.0,20698.86,0.0,1,6,2,2024,0,1
2024-06-12,P005,S05,WH1,West,91,110,91,27,12,0.0958,61.9,0,Automotive,202.93,17,195,43,0.83,18466.63,0.0,4.46446,2,6,2,2024,0,0
2024-06-13,P005,S05,WH1,North,61,49,49,143,10,0.0884,149.83,1,Automotive,202.93,17,195,43,0.83,9943.57,3652.74,1.988714,3,6,2,2024,0,0
2024-06-14,P005,S05,WH1,South,63,0,0,188,15,0.0261,102.78,1,Automotive,202.93,17,195,43,0.83,0.0,19176.885000000002,0.0,4,6,2,2024,0,0
2024-06-15,P005,S05,WH1,South,72,0,0,162,25,0.0803,10.32,1,Automotive,202.93,17,195,43,0.83,0.0,21916.440000000002,0.0,5,6,2,2024,1,1
2024-06-16,P005,S05,WH1,South,57,0,0,44,11,0.0052,104.86,1,Automotive,202.93,17,195,43,0.83,0.0,17350.515,0.0,6,6,2,2024,1,0
2024-06-17,P005,S05,WH1,East,72,0,0,67,1,0.1341,88.26,1,Automotive,202.93,17,195,43,0.83,0.0,21916.440000000002,0.0,0,6,2,2024,0,0
2024-06-18,P005,S05,WH1,West,59,0,0,198,29,0.0031,46.51,1,Automotive,202.93,17,195,43,0.83,0.0,17959.305,0.0,1,6,2,2024,0,1
2024-06-19,P005,S05,WH1,East,49,0,0,288,17,0.0085,10.11,1,Automotive,202.93,17,195,43,0.83,0.0,14915.355,0.0,2,6,2,2024,0,0
2024-06-20,P005,S05,WH1,South,46,0,0,193,20,0.1126,44.74,1,Automotive,202.93,17,195,43,0.83,0.0,14002.170000000002,0.0,3,6,2,2024,0,1
2024-06-21,P005,S05,WH1,West,60,0,0,299,11,0.0002,94.36,1,Automotive,202.93,17,195,43,0.83,0.0,18263.7,0.0,4,6,2,2024,0,0
2024-06-22,P005,S05,WH1,East,67,0,0,247,30,0.05,65.8,1,Automotive,202.93,17,195,43,0.83,0.0,20394.465000000004,0.0,5,6,2,2024,1,1
2024-06-23,P005,S05,WH1,South,49,0,0,225,29,0.0512,138.01,1,Automotive,202.93,17,195,43,0.83,0.0,14915.355,0.0,6,6,2,2024,1,1
2024-06-24,P005,S05,WH1,Central,64,0,0,258,29,0.0093,138.75,1,Automotive,202.93,17,195,43,0.83,0.0,19481.28,0.0,0,6,2,2024,0,1
2024-06-25,P005,S05,WH1,West,64,0,0,10,10,0.0288,136.08,1,Automotive,202.93,17,195,43,0.83,0.0,19481.28,0.0,1,6,2,2024,0,0
2024-06-26,P005,S05,WH1,West,60,0,0,168,30,0.0316,22.47,1,Automotive,202.93,17,195,43,0.83,0.0,18263.7,0.0,2,6,2,2024,0,1
2024-06-27,P005,S05,WH1,South,52,0,0,135,30,0.0435,97.07,1,Automotive,202.93,17,195,43,0.83,0.0,15828.54,0.0,3,6,2,2024,0,1
2024-06-28,P005,S05,WH1,West,64,0,0,225,3,0.0605,50.4,1,Automotive,202.93,17,195,43,0.83,0.0,19481.28,0.0,4,6,2,2024,0,0
2024-06-29,P005,S05,WH1,East,59,92,59,182,27,0.1291,144.36,0,Automotive,202.93,17,195,43,0.83,11972.87,0.0,3.7339120000000006,5,6,2,2024,1,1
2024-06-30,P005,S05,WH1,Central,70,22,22,100,30,0.0198,86.6,1,Automotive,202.93,17,195,43,0.83,4464.46,14610.96,0.892892,6,6,2,2024,1,1
2024-07-01,P005,S05,WH1,North,47,0,0,3,32,0.0251,138.69,1,Automotive,202.93,17,195,43,0.83,0.0,14306.565000000002,0.0,0,7,3,2024,0,1
2024-07-02,P005,S05,WH1,Central,61,0,0,239,29,0.0084,110.48,1,Automotive,202.93,17,195,43,0.83,0.0,18568.095,0.0,1,7,3,2024,0,1
2024-07-03,P005,S05,WH1,West,46,0,0,19,28,0.043,107.3,1,Automotive,202.93,17,195,43,0.83,0.0,14002.170000000002,0.0,2,7,3,2024,0,1
2024-07-04,P005,S05,WH1,West,57,0,0,271,31,0.0074,79.81,1,Automotive,202.93,17,195,43,0.83,0.0,17350.515,0.0,3,7,3,2024,0,1
2024-07-05,P005,S05,WH1,South,47,0,0,99,18,0.0216,5.95,1,Automotive,202.93,17,195,43,0.83,0.0,14306.565000000002,0.0,4,7,3,2024,0,1
2024-07-06,P005,S05,WH1,East,49,0,0,166,28,0.0334,70.42,1,Automotive,202.93,17,195,43,0.83,0.0,14915.355,0.0,5,7,3,2024,1,1
2024-07-07,P005,S05,WH1,Central,58,0,0,245,12,0.0208,84.09,1,Automotive,202.93,17,195,43,0.83,0.0,17654.91,0.0,6,7,3,2024,1,0
2024-07-08,P005,S05,WH1,Central,52,0,0,157,7,0.0028,51.46,1,Automotive,202.93,17,195,43,0.83,0.0,15828.54,0.0,0,7,3,2024,0,0
2024-07-09,P005,S05,WH1,North,72,0,0,239,10,0.0861,138.01,1,Automotive,202.93,17,195,43,0.83,0.0,21916.440000000002,0.0,1,7,3,2024,0,0
2024-07-10,P005,S05,WH1,North,69,0,0,118,21,0.0278,96.66,1,Automotive,202.93,17,195,43,0.83,0.0,21003.255,0.0,2,7,3,2024,0,1
2024-07-11,P005,S05,WH1,West,65,0,0,118,14,0.0328,95.53,1,Automotive,202.93,17,195,43,0.83,0.0,19785.675000000003,0.0,3,7,3,2024,0,0
2024-07-12,P005,S05,WH1,West,64,0,0,233,32,0.0049,84.07,1,Automotive,202.93,17,195,43,0.83,0.0,19481.28,0.0,4,7,3,2024,0,1
2024-07-13,P005,S05,WH1,North,57,0,0,40,4,0.0188,72.34,1,Automotive,202.93,17,195,43,0.83,0.0,17350.515,0.0,5,7,3,2024,1,0
2024-07-14,P005,S05,WH1,South,69,0,0,201,7,0.0753,13.23,1,Automotive,202.93,17,195,43,0.83,0.0,21003.255,0.0,6,7,3,2024,1,0
2024-07-15,P005,S05,WH1,North,52,0,0,100,30,0.0261,98.52,1,Automotive,202.93,17,195,43,0.83,0.0,15828.54,0.0,0,7,3,2024,0,1
2024-07-16,P005,S05,WH1,East,76,81,76,205,27,0.0559,72.4,0,Automotive,202.93,17,195,43,0.83,15422.68,0.0,3.2874660000000007,1,7,3,2024,0,1
2024-07-17,P005,S05,WH1,East,45,36,36,73,16,0.0066,25.83,1,Automotive,202.93,17,195,43,0.83,7305.4800000000005,2739.5550000000003,1.4610960000000002,2,7,3,2024,0,0
2024-07-18,P005,S05,WH1,West,43,0,0,246,23,0.0858,35.39,1,Automotive,202.93,17,195,43,0.83,0.0,13088.985,0.0,3,7,3,2024,0,1
2024-07-19,P005,S05,WH1,East,40,0,0,281,27,0.1741,89.99,1,Automotive,202.93,17,195,43,0.83,0.0,12175.800000000001,0.0,4,7,3,2024,0,1
2024-07-20,P005,S05,WH1,North,41,0,0,64,18,0.1853,132.96,1,Automotive,202.93,17,195,43,0.83,0.0,12480.195000000002,0.0,5,7,3,2024,1,1
2024-07-21,P005,S05,WH1,Central,37,0,0,66,22,0.0318,16.98,1,Automotive,202.93,17,195,43,0.83,0.0,11262.615,0.0,6,7,3,2024,1,1
2024-07-22,P005,S05,WH1,North,55,0,0,89,3,0.0224,100.81,1,Automotive,202.93,17,195,43,0.83,0.0,16741.725,0.0,0,7,3,2024,0,0
2024-07-23,P005,S05,WH1,South,61,0,0,53,18,0.0334,72.64,1,Automotive,202.93,17,195,43,0.83,0.0,18568.095,0.0,1,7,3,2024,0,1
2024-07-24,P005,S05,WH1,South,52,0,0,192,7,0.0126,123.73,1,Automotive,202.93,17,195,43,0.83,0.0,15828.54,0.0,2,7,3,2024,0,0
2024-07-25,P005,S05,WH1,East,38,0,0,33,20,0.0255,146.47,1,Automotive,202.93,17,195,43,0.83,0.0,11567.01,0.0,3,7,3,2024,0,1
2024-07-26,P005,S05,WH1,Central,47,0,0,289,13,0.0022,137.01,1,Automotive,202.93,17,195,43,0.83,0.0,14306.565000000002,0.0,4,7,3,2024,0,0
2024-07-27,P005,S05,WH1,East,60,0,0,159,3,0.0314,33.96,1,Automotive,202.93,17,195,43,0.83,0.0,18263.7,0.0,5,7,3,2024,1,0
2024-07-28,P005,S05,WH1,North,47,0,0,72,5,0.0196,126.49,1,Automotive,202.93,17,195,43,0.83,0.0,14306.565000000002,0.0,6,7,3,2024,1,0
2024-07-29,P005,S05,WH1,East,42,0,0,92,5,0.0595,22.84,1,Automotive,202.93,17,195,43,0.83,0.0,12784.59,0.0,0,7,3,2024,0,0
2024-07-30,P005,S05,WH1,East,35,0,0,245,22,0.0394,45.56,1,Automotive,202.93,17,195,43,0.83,0.0,10653.825,0.0,1,7,3,2024,0,1
2024-07-31,P005,S05,WH1,West,46,0,0,87,32,0.0092,8.32,1,Automotive,202.93,17,195,43,0.83,0.0,14002.170000000002,0.0,2,7,3,2024,0,1
